uuid,source,category,material_or_activity,region,activity_name,unit,value_kgco2e,uncertainty_pct,data_quality_score_1to5,reference_year,methodology,allocation,reference,notes,last_updated,meta
04219889-1bab-4146-bde4-5bda109ed555,DEFRA,Office & IT,Office Heating,US,Office & IT - Office Heating (US),kgCO2e/kWh,0.6557,10,4,2025,Hybrid,None,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-05,"{""env"":""pilot"",""license"":""TBD""}"
c982ee2e-19a4-4903-853f-f1ca26f85d65,Ecoinvent,Fabric,Fleece,CN,Fabric - Fleece (CN),kgCO2e/kg,4.2215,20,5,2024,Process-based,Economic,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-05,"{""env"":""pilot"",""license"":""TBD""}"
eb01e20a-3d3a-43e6-a21c-ce015d186019,DEFRA,Fibre,Wool,CN,Fibre - Wool (CN),kgCO2e/kg,7.5292,10,1,2023,Hybrid,Mass,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-30,"{""env"":""pilot"",""license"":""TBD""}"
0b956441-9c3d-4087-a196-dbb59121a2b9,Ecoinvent,Retail,E-commerce Ops,US,Retail - E-commerce Ops (US),kgCO2e/kWh,0.5502,30,2,2024,Consequential,None,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-13,"{""env"":""pilot"",""license"":""TBD""}"
2fa85a89-39bc-4693-a7d1-c59de280b6f1,Higg MSI,Fabric,Fleece,US,Fabric - Fleece (US),kgCO2e/kg,5.0229,10,2,2022,Hybrid,Energy Content,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-03,"{""env"":""pilot"",""license"":""TBD""}"
84e6d095-42e5-41a9-8e92-98a0088b2f4c,Ecoinvent,Distribution,Warehouse (Ambient),CN,Distribution - Warehouse (Ambient) (CN),kgCO2e/item,0.4735,10,3,2022,Consequential,Economic,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-22,"{""env"":""pilot"",""license"":""TBD""}"
6dc7aeec-bb1e-4dda-913d-82141b317195,Higg MSI,Fibre,Wool,EU,Fibre - Wool (EU),kgCO2e/kg,1.099,15,3,2023,Hybrid,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-08,"{""env"":""pilot"",""license"":""TBD""}"
77cc4217-e8da-466c-ab08-8c2663873bff,Ecoinvent,Garment,Jeans,Global,Garment - Jeans (Global),kgCO2e/item,18.5913,40,2,2023,Consequential,Energy Content,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-27,"{""env"":""pilot"",""license"":""TBD""}"
d11b2714-a899-4a35-a09b-5ec6ac2580f0,Ecoinvent,Transport,Truck Euro6,CN,Transport - Truck Euro6 (CN),kgCO2e/tonne-km,0.8819,10,2,2025,Hybrid,Economic,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-29,"{""env"":""pilot"",""license"":""TBD""}"
ffb0487a-7d96-4607-b5bd-fcdd0acdd36c,Climatiq,Retail,E-commerce Ops,TR,Retail - E-commerce Ops (TR),kgCO2e/kWh,0.355,20,4,2023,Hybrid,Economic,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-02,"{""env"":""pilot"",""license"":""TBD""}"
25254969-0c85-4075-81e4-1852e09e68ab,DEFRA,Office & IT,Laptop Usage,US,Office & IT - Laptop Usage (US),kgCO2e/kWh,0.3907,15,4,2021,Hybrid,Economic,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-21,"{""env"":""pilot"",""license"":""TBD""}"
7e3c7ad6-3e15-4f05-bb4e-50272ea17348,Ecoinvent,Fibre,Wool,US,Fibre - Wool (US),kgCO2e/kg,9.5457,20,4,2024,Attributional,Mass,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-17,"{""env"":""pilot"",""license"":""TBD""}"
cdaf87cd-e2e9-45d0-9f16-38d4843dda2a,Climatiq,Transport,Rail,TR,Transport - Rail (TR),kgCO2e/tonne-km,0.4877,10,3,2023,Process-based,Economic,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-16,"{""env"":""pilot"",""license"":""TBD""}"
2c016a39-7d09-4b44-8f64-be1bd61185b5,Climatiq,Fabric,Woven,Global,Fabric - Woven (Global),kgCO2e/kg,16.2276,20,3,2021,Hybrid,Economic,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-01,"{""env"":""pilot"",""license"":""TBD""}"
325c779a-aedd-4e42-b206-a80d2781c766,Climatiq,Transport,Sea Container,Global,Transport - Sea Container (Global),kgCO2e/tonne-km,0.8893,40,3,2021,Consequential,Mass,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-17,"{""env"":""pilot"",""license"":""TBD""}"
847cceae-d632-4e18-a13e-b86689f6056b,Higg MSI,Garment,Shirt,Global,Garment - Shirt (Global),kgCO2e/item,7.5769,40,4,2018,Hybrid,None,Higg MSI 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-20,"{""env"":""pilot"",""license"":""TBD""}"
08d815c1-2dcd-41b9-bae9-3fdf3e9d015a,Climatiq,Packaging,Carton Box,EU,Packaging - Carton Box (EU),kgCO2e/item,0.0917,15,1,2021,Attributional,Mass,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-09,"{""env"":""pilot"",""license"":""TBD""}"
ed6cd39c-8f18-4918-b0e2-dd5ec97522ac,Ecoinvent,Packaging,Hangtag,EU,Packaging - Hangtag (EU),kgCO2e/item,0.0208,15,3,2024,Attributional,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-02,"{""env"":""pilot"",""license"":""TBD""}"
7c831d64-bf1f-4cc2-9bf1-313600cf029f,DEFRA,Fibre,Recycled Polyester,TR,Fibre - Recycled Polyester (TR),kgCO2e/kg,11.6412,5,4,2024,Attributional,Energy Content,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-28,"{""env"":""pilot"",""license"":""TBD""}"
cdf6ee7b-fd54-4422-81de-66aeb887bb13,Climatiq,Office & IT,Laptop Usage,Global,Office & IT - Laptop Usage (Global),kgCO2e/kWh,0.663,50,4,2024,Hybrid,Economic,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-03,"{""env"":""pilot"",""license"":""TBD""}"
1c0d4275-a1b5-4c64-a21c-2cbb490644ab,Ecoinvent,Retail,Returns Processing,EU,Retail - Returns Processing (EU),kgCO2e/kWh,0.3224,40,1,2023,Consequential,None,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-10,"{""env"":""pilot"",""license"":""TBD""}"
707fec4a-fb91-48ed-870b-d7aa0de53227,DEFRA,Dyeing & Finishing,Digital Printing,US,Dyeing & Finishing - Digital Printing (US),kgCO2e/kg,1.1519,20,4,2022,Process-based,Energy Content,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-23,"{""env"":""pilot"",""license"":""TBD""}"
e775a3cc-97e5-4e42-9c87-a80f748f2ce6,Higg MSI,Fibre,Viscose,Global,Fibre - Viscose (Global),kgCO2e/kg,7.1803,15,5,2023,Hybrid,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-01,"{""env"":""pilot"",""license"":""TBD""}"
c773589b-5e40-4959-8876-eb5e0897da22,Climatiq,Fibre,Organic Cotton,CN,Fibre - Organic Cotton (CN),kgCO2e/kg,2.142,15,5,2024,Attributional,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-04,"{""env"":""pilot"",""license"":""TBD""}"
6d488a87-aad0-4527-ada1-230d76ccff67,Higg MSI,Distribution,Warehouse (Ambient),Global,Distribution - Warehouse (Ambient) (Global),kgCO2e/item,0.27,30,3,2024,Attributional,Economic,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-07,"{""env"":""pilot"",""license"":""TBD""}"
27731812-8e4f-4d77-8fa7-68df8f9aa8bb,Ecoinvent,Fibre,Recycled Polyester,Global,Fibre - Recycled Polyester (Global),kgCO2e/kg,11.4786,5,5,2024,Hybrid,None,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-26,"{""env"":""pilot"",""license"":""TBD""}"
c5e85b19-39b3-4ac3-90d3-4c4f3abdce1c,Climatiq,Dyeing & Finishing,Disperse Dyeing,Global,Dyeing & Finishing - Disperse Dyeing (Global),kgCO2e/kg,2.3286,20,2,2024,Process-based,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-20,"{""env"":""pilot"",""license"":""TBD""}"
afbb9e41-bd91-4f74-895a-e537f510b3f3,Climatiq,Fibre,Viscose,TR,Fibre - Viscose (TR),kgCO2e/kg,5.7672,20,4,2024,Attributional,Economic,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-04,"{""env"":""pilot"",""license"":""TBD""}"
9a528683-6015-4712-8dd1-3fc698bcce32,Ecoinvent,Distribution,Last-Mile Van,TR,Distribution - Last-Mile Van (TR),kgCO2e/item,0.5363,50,5,2023,Consequential,Energy Content,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-20,"{""env"":""pilot"",""license"":""TBD""}"
637f27fa-0ecf-4bee-ba95-66a4281c4b46,DEFRA,Distribution,3PL Hub,CN,Distribution - 3PL Hub (CN),kgCO2e/item,0.5918,5,3,2024,Consequential,None,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-05,"{""env"":""pilot"",""license"":""TBD""}"
72396612-3739-40f4-9c21-98ce47c97368,Higg MSI,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.5154,10,3,2021,Attributional,Economic,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-21,"{""env"":""pilot"",""license"":""TBD""}"
545bc141-02df-4471-99e1-ba0581a0a3af,Higg MSI,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,10.8847,20,4,2024,Consequential,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-20,"{""env"":""pilot"",""license"":""TBD""}"
1807aeee-0c74-438e-9acd-8f45c069509a,Higg MSI,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,6.8894,30,3,2023,Attributional,None,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-15,"{""env"":""pilot"",""license"":""TBD""}"
f7a10b0f-d3a8-4c9b-9a43-99abefac7f40,Climatiq,Transport,Sea Container,US,Transport - Sea Container (US),kgCO2e/tonne-km,1.1451,15,5,2023,Consequential,Mass,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-13,"{""env"":""pilot"",""license"":""TBD""}"
257f5142-9a6b-4027-b052-f38d28c35d84,Higg MSI,Garment,Shirt,US,Garment - Shirt (US),kgCO2e/item,17.2036,15,3,2024,Consequential,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-14,"{""env"":""pilot"",""license"":""TBD""}"
e4229eed-d034-4c7b-9e5b-72a887a2aef6,Climatiq,Dyeing & Finishing,Disperse Dyeing,CN,Dyeing & Finishing - Disperse Dyeing (CN),kgCO2e/kg,5.6131,15,1,2025,Attributional,None,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-27,"{""env"":""pilot"",""license"":""TBD""}"
546245d0-dbef-4c8d-8428-097bd2461352,Higg MSI,Yarn,Filament,US,Yarn - Filament (US),kgCO2e/kg,1.4718,5,3,2022,Attributional,Economic,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-18,"{""env"":""pilot"",""license"":""TBD""}"
01c36159-a3d8-43ce-a806-0e09c2a24bae,Climatiq,Dyeing & Finishing,Heat Setting,EU,Dyeing & Finishing - Heat Setting (EU),kgCO2e/kg,1.4974,10,5,2019,Process-based,Energy Content,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-30,"{""env"":""pilot"",""license"":""TBD""}"
2f87053b-ae25-496f-9d24-1d9f8b6b9d0c,DEFRA,Yarn,Filament,TR,Yarn - Filament (TR),kgCO2e/kg,2.627,10,2,2022,Consequential,Energy Content,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-23,"{""env"":""pilot"",""license"":""TBD""}"
d0ebf1f9-ea72-4abc-8bee-2ec36d0f98fb,Ecoinvent,Office & IT,Office Heating,EU,Office & IT - Office Heating (EU),kgCO2e/kWh,0.3856,15,4,2024,Consequential,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-08,"{""env"":""pilot"",""license"":""TBD""}"
d9f65dc0-94ba-4967-b3cc-524c093cfdac,DEFRA,Fabric,Jersey,Global,Fabric - Jersey (Global),kgCO2e/kg,9.6885,15,1,2024,Process-based,Energy Content,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-01,"{""env"":""pilot"",""license"":""TBD""}"
d18caf26-5983-4994-95b4-58bda667f3e3,DEFRA,Transport,Sea Container,EU,Transport - Sea Container (EU),kgCO2e/tonne-km,1.1998,20,4,2022,Hybrid,Economic,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-24,"{""env"":""pilot"",""license"":""TBD""}"
e76de2f7-4e8d-4427-aa45-abbfb8cf4f42,Climatiq,Distribution,Last-Mile Van,US,Distribution - Last-Mile Van (US),kgCO2e/item,0.2851,20,2,2018,Hybrid,Mass,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-28,"{""env"":""pilot"",""license"":""TBD""}"
d751b769-ad37-43d5-8486-c3a74899e6f7,Climatiq,Office & IT,Laptop Usage,TR,Office & IT - Laptop Usage (TR),kgCO2e/kWh,0.2143,15,4,2025,Process-based,None,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-19,"{""env"":""pilot"",""license"":""TBD""}"
78d40e2c-f8f2-4dc6-965f-d3a980dd67cb,Climatiq,Fibre,Organic Cotton,CN,Fibre - Organic Cotton (CN),kgCO2e/kg,10.9966,10,5,2022,Attributional,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-05,"{""env"":""pilot"",""license"":""TBD""}"
5d7a254c-a620-40f9-a08d-6d38779e8f00,Higg MSI,Fabric,Knit,CN,Fabric - Knit (CN),kgCO2e/kg,12.3101,10,2,2022,Hybrid,Mass,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-25,"{""env"":""pilot"",""license"":""TBD""}"
5bd1f779-9787-4b4d-886f-3d1c1cb001fc,Higg MSI,Packaging,Carton Box,EU,Packaging - Carton Box (EU),kgCO2e/item,0.113,15,4,2024,Hybrid,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-21,"{""env"":""pilot"",""license"":""TBD""}"
56890e50-71d7-47b1-be69-5751f8eee208,Ecoinvent,Garment,Dress,US,Garment - Dress (US),kgCO2e/item,23.0501,50,3,2024,Process-based,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-14,"{""env"":""pilot"",""license"":""TBD""}"
6a0cf4b8-0d2d-47f9-a378-a0d2682c092a,Higg MSI,Fabric,Knit,US,Fabric - Knit (US),kgCO2e/kg,9.9997,10,4,2023,Process-based,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-16,"{""env"":""pilot"",""license"":""TBD""}"
40e37b55-3450-4cbf-abe4-d44e11c0f673,Higg MSI,Garment,Shirt,EU,Garment - Shirt (EU),kgCO2e/item,16.8407,40,3,2020,Hybrid,Mass,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-21,"{""env"":""pilot"",""license"":""TBD""}"
dcc777ef-c4e6-41b1-a625-4845c0267a57,Higg MSI,Garment,Jeans,Global,Garment - Jeans (Global),kgCO2e/item,17.6597,30,5,2023,Process-based,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-08,"{""env"":""pilot"",""license"":""TBD""}"
1ec13a75-8d4d-4d3e-9856-c05077b347c0,DEFRA,Fibre,Organic Cotton,US,Fibre - Organic Cotton (US),kgCO2e/kg,1.9328,10,5,2024,Process-based,Mass,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-13,"{""env"":""pilot"",""license"":""TBD""}"
7ccbbad3-5def-4dfc-9e7a-e5ad26a1359b,Climatiq,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.2177,20,4,2021,Consequential,Economic,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-02,"{""env"":""pilot"",""license"":""TBD""}"
8319876e-56db-47da-9cc3-3884156708df,Climatiq,Distribution,Warehouse (Ambient),TR,Distribution - Warehouse (Ambient) (TR),kgCO2e/item,0.1149,40,4,2019,Process-based,Economic,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-22,"{""env"":""pilot"",""license"":""TBD""}"
90d48543-027d-47c4-b2d6-696e635873df,Higg MSI,Fabric,Jersey,CN,Fabric - Jersey (CN),kgCO2e/kg,10.2578,20,3,2025,Process-based,Energy Content,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-27,"{""env"":""pilot"",""license"":""TBD""}"
95564aa0-e91e-4e2e-818b-d0bd3d8f65f2,Climatiq,Distribution,Warehouse (Ambient),CN,Distribution - Warehouse (Ambient) (CN),kgCO2e/item,0.4295,40,4,2018,Consequential,Mass,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-11,"{""env"":""pilot"",""license"":""TBD""}"
b49471e6-b741-4598-b9e4-b62f51eb6505,Higg MSI,Fabric,Fleece,CN,Fabric - Fleece (CN),kgCO2e/kg,10.081,10,2,2022,Consequential,Mass,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-18,"{""env"":""pilot"",""license"":""TBD""}"
43772d34-cfdc-4175-9bff-a065a5e5da47,Climatiq,Transport,Truck Euro6,Global,Transport - Truck Euro6 (Global),kgCO2e/tonne-km,1.1646,15,5,2025,Hybrid,Mass,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-29,"{""env"":""pilot"",""license"":""TBD""}"
9042bdef-ba8b-4b59-89f1-ec498ffd1c73,Climatiq,Office & IT,Office Heating,CN,Office & IT - Office Heating (CN),kgCO2e/kWh,0.515,30,4,2022,Consequential,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-27,"{""env"":""pilot"",""license"":""TBD""}"
6b96cfb2-c706-4c16-93bc-0bb4eae5f308,Higg MSI,Fibre,Organic Cotton,CN,Fibre - Organic Cotton (CN),kgCO2e/kg,2.3002,15,2,2022,Hybrid,None,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-19,"{""env"":""pilot"",""license"":""TBD""}"
e7f09a10-0e26-4a0b-999d-f197facf8510,Higg MSI,Office & IT,Office Heating,TR,Office & IT - Office Heating (TR),kgCO2e/kWh,0.2539,30,2,2023,Process-based,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-12,"{""env"":""pilot"",""license"":""TBD""}"
017b62b3-f860-4992-8cc8-d2abfe33befc,DEFRA,Yarn,Open End,Global,Yarn - Open End (Global),kgCO2e/kg,5.3755,30,2,2024,Hybrid,Mass,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-17,"{""env"":""pilot"",""license"":""TBD""}"
3a84436d-4986-4fab-bc2c-9e1fa147644e,DEFRA,Fabric,Knit,EU,Fabric - Knit (EU),kgCO2e/kg,5.5582,10,4,2023,Process-based,Energy Content,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-08,"{""env"":""pilot"",""license"":""TBD""}"
826d7a3b-349b-425b-b765-93ae3718c783,DEFRA,Dyeing & Finishing,Disperse Dyeing,CN,Dyeing & Finishing - Disperse Dyeing (CN),kgCO2e/kg,6.1721,15,3,2021,Consequential,Mass,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-21,"{""env"":""pilot"",""license"":""TBD""}"
bc8e2ecb-beff-4e8e-aa14-7172152cde46,Higg MSI,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.9061,30,3,2023,Attributional,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-30,"{""env"":""pilot"",""license"":""TBD""}"
